3,7,11,12,15,17,19,21,22,23,24,25,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49,50,51,52,53,54,55,56,57,59,60,61,62,64,65,66,67,69,75,76,139,141,142,153,155,163,164,165,166,167,169,170,171,172,174,175,176,177,178,179,180,181,182,183,184,186,187,188,189,190,191,192,193,194,195,196,198,199,200,201,202,203,205,206,207,209,210,211,212,213,216,217,218,220,221,222,223,224,225,226,227,229,230,232,233,235,237,238,240,241,243,244,245,248,249,250,252,259,273,274,275,277,278,281,284,285,286,288,289,290,292,293,294,295,296,299,300,301,302,304,305,306,307,308,309,312,314,315,320,321,322,323,325,328,330,332,336,337,338,340,341,342,343,344,345,346,347,348,349,350,351,354,355,356,357,365,367,368,371,372,373,374,375,376,377,378,381,383,384,385,387,388,390,391,392,394,395,396,397,398,399,401,402,403,404,405,406,408,409,410,411,412,413,414,415,416,421,424,425,427,428,430,432,433,447,449,450,451,452,454,455,456,458,459,460,461,462,463,464,465,476,477,478,479,480,481,487,490,494,495,496,497,499,503,504,505,510,511,514,516,517,518,696,744,763,771,772,773,775,776,782,798,799,802,804,820,823,824,827,828,831,832,835,836,837,838,839,840,848,849,856,857,862,864,865,867,871,883,886,887,889,890,891,892,893,894,895,897,898,899,900,901,903,930,931,932,933,934,935,936,967,972,973,976,977,980,986,988,1000,1001,1002,1028,1097,1105,1143,1144,1153,1167,1169,1174,1179,1182,1183,1194,1197,1198,1199,1201,1205,1206,1209,1211,1212,1214,1217,1221,1236,1248,1249,1261,2263,2666
74,96,101,119,120,122,123,124,126,134,135,136,137,138,158,161,242,469,471,475,520,522,523,524,526,527,528,529,531,532,534,535,536,537,538,540,541,542,545,546,547,548,551,552,553,556,559,560,561,562,563,568,570,571,572,573,574,587,588,589,590,591,592,593,595,597,599,602,619,637,638,639,640,641,642,643,649,650,651,652,655,656,657,658,659,660,665,667,674,679,683,685,688,689,706,707,708,711,715,716,718,719,720,721,722,740,745,750,751,752,753,754,755,756,757,758,760,761,762,777,778,781,815,818,968,1161,1171,1204,1243,1287,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
